month,year,station,basin,day_night,size_class,trap,count
6,2006,135,east,N,small,D,2
6,2006,135,east,N,small,E,7
6,2006,23,south,D,large,A,1
6,2006,23,south,D,large,B,0
6,2006,23,south,D,large,C,1
6,2006,23,south,D,large,D,0
6,2006,23,south,D,large,E,0
6,2006,23,south,D,small,A,0
6,2006,23,south,D,small,B,4
6,2006,23,south,D,small,C,1
6,2006,23,south,D,small,D,1
6,2006,23,south,D,small,E,0
6,2006,23,south,N,large,A,1
6,2006,23,south,N,large,B,2
6,2006,23,south,N,large,C,0
6,2006,23,south,N,large,D,1
6,2006,23,south,N,large,E,6
6,2006,23,south,N,small,A,13
6,2006,23,south,N,small,B,9
6,2006,23,south,N,small,C,3
6,2006,23,south,N,small,D,1
6,2006,23,south,N,small,E,32
6,2006,27,south,D,large,A,1
6,2006,27,south,D,large,B,0
6,2006,27,south,D,large,C,1
6,2006,27,south,D,large,D,0
6,2006,27,south,D,large,E,0
6,2006,27,south,D,small,A,1
6,2006,27,south,D,small,B,1
6,2006,27,south,D,small,C,0
6,2006,27,south,D,small,D,0
6,2006,27,south,D,small,E,0
6,2006,27,south,N,large,A,0
6,2006,27,south,N,large,B,0
6,2006,27,south,N,large,C,1
6,2006,27,south,N,large,D,0
6,2006,27,south,N,large,E,0
6,2006,27,south,N,small,A,1
6,2006,27,south,N,small,B,2
6,2006,27,south,N,small,C,0
6,2006,27,south,N,small,D,0
6,2006,27,south,N,small,E,0
6,2006,41,south,D,large,A,1
6,2006,41,south,D,large,B,2
6,2006,41,south,D,large,C,4
6,2006,41,south,D,large,D,0
6,2006,41,south,D,large,E,0
6,2006,41,south,D,small,A,2
6,2006,41,south,D,small,B,0
6,2006,41,south,D,small,C,0
6,2006,41,south,D,small,D,0
6,2006,41,south,D,small,E,0
6,2006,41,south,N,large,A,0
6,2006,41,south,N,large,B,8
6,2006,41,south,N,large,C,2
6,2006,41,south,N,large,D,0
6,2006,41,south,N,large,E,23
6,2006,41,south,N,small,A,1
6,2006,41,south,N,small,B,25
6,2006,41,south,N,small,C,3
6,2006,41,south,N,small,D,6
6,2006,41,south,N,small,E,43
6,2006,44,south,D,large,A,0
6,2006,44,south,D,large,B,3
6,2006,44,south,D,large,C,3
6,2006,44,south,D,large,D,4
6,2006,44,south,D,large,E,1
6,2006,44,south,D,small,A,1
6,2006,44,south,D,small,B,0
6,2006,44,south,D,small,C,0
6,2006,44,south,D,small,D,7
6,2006,44,south,D,small,E,12
6,2006,44,south,N,large,A,1
6,2006,44,south,N,large,B,19
6,2006,44,south,N,large,C,23
6,2006,44,south,N,large,D,0
6,2006,44,south,N,large,E,41
6,2006,44,south,N,small,A,6
6,2006,44,south,N,small,B,27
6,2006,44,south,N,small,C,43
6,2006,44,south,N,small,D,9
6,2006,44,south,N,small,E,38
6,2006,DN,north,D,large,A,1
6,2006,DN,north,D,large,B,2
6,2006,DN,north,D,large,C,0
6,2006,DN,north,D,large,D,2
6,2006,DN,north,D,large,E,0
6,2006,DN,north,D,small,A,1
6,2006,DN,north,D,small,B,1
6,2006,DN,north,D,small,C,2
6,2006,DN,north,D,small,D,1
6,2006,DN,north,D,small,E,5
6,2006,DN,north,N,large,A,26
6,2006,DN,north,N,large,B,15
6,2006,DN,north,N,large,C,3
6,2006,DN,north,N,large,D,6
6,2006,DN,north,N,large,E,22
6,2006,DN,north,N,small,A,30
6,2006,DN,north,N,small,B,65
6,2006,DN,north,N,small,C,3
6,2006,DN,north,N,small,D,35
6,2006,DN,north,N,small,E,24
9,2006,124,north,D,large,A,0
9,2006,124,north,D,large,B,1
9,2006,124,north,D,large,C,0
9,2006,124,north,D,large,D,0
9,2006,124,north,D,large,E,0
9,2006,124,north,D,small,A,2
9,2006,124,north,D,small,B,0
9,2006,124,north,D,small,C,1
9,2006,124,north,D,small,D,1
9,2006,124,north,D,small,E,1
9,2006,124,north,N,large,A,3
9,2006,124,north,N,large,B,2
9,2006,124,north,N,large,C,6
9,2006,124,north,N,large,D,3
9,2006,124,north,N,large,E,5
9,2006,124,north,N,small,A,3
9,2006,124,north,N,small,B,5
9,2006,124,north,N,small,C,4
9,2006,124,north,N,small,D,6
9,2006,124,north,N,small,E,6
9,2006,128,north,D,large,A,0
9,2006,128,north,D,large,B,1
9,2006,128,north,D,large,C,2
9,2006,128,north,D,large,D,0
9,2006,128,north,D,large,E,1
9,2006,128,north,D,small,A,24
9,2006,128,north,D,small,B,19
9,2006,128,north,D,small,C,100
9,2006,128,north,D,small,D,57
9,2006,128,north,D,small,E,70
9,2006,128,north,N,large,A,7
9,2006,128,north,N,large,B,21
9,2006,128,north,N,large,C,21
9,2006,128,north,N,large,D,32
9,2006,128,north,N,large,E,30
9,2006,128,north,N,small,A,64
9,2006,128,north,N,small,B,68
9,2006,128,north,N,small,C,142
9,2006,128,north,N,small,D,96
9,2006,128,north,N,small,E,62
9,2006,135,east,D,large,A,2
9,2006,135,east,D,large,B,0
9,2006,135,east,D,large,C,0
9,2006,135,east,D,large,D,0
9,2006,135,east,D,large,E,0
9,2006,135,east,D,small,A,13
9,2006,135,east,D,small,B,2
9,2006,135,east,D,small,C,4
9,2006,135,east,D,small,D,0
9,2006,135,east,D,small,E,0
9,2006,135,east,N,large,A,12
9,2006,135,east,N,large,B,5
9,2006,135,east,N,large,C,1
9,2006,135,east,N,large,D,3
9,2006,135,east,N,large,E,4
9,2006,135,east,N,small,A,22
9,2006,135,east,N,small,B,7
9,2006,135,east,N,small,C,5
9,2006,135,east,N,small,D,0
9,2006,135,east,N,small,E,20
9,2006,23,south,D,large,A,0
9,2006,23,south,D,large,B,0
9,2006,23,south,D,large,C,0
9,2006,23,south,D,large,D,0
9,2006,23,south,D,large,E,0
9,2006,23,south,D,small,A,0
9,2006,23,south,D,small,B,0
9,2006,23,south,D,small,C,0
9,2006,23,south,D,small,D,0
9,2006,23,south,D,small,E,0
9,2006,23,south,N,large,A,0
9,2006,23,south,N,large,B,0
9,2006,23,south,N,large,C,0
9,2006,23,south,N,large,D,0
9,2006,23,south,N,large,E,0
9,2006,23,south,N,small,A,8
9,2006,23,south,N,small,B,1
9,2006,23,south,N,small,C,0
9,2006,23,south,N,small,D,0
9,2006,23,south,N,small,E,0
9,2006,27,south,D,large,A,0
9,2006,27,south,D,large,B,0
9,2006,27,south,D,large,C,0
9,2006,27,south,D,large,D,0
9,2006,27,south,D,large,E,0
9,2006,27,south,D,small,A,0
9,2006,27,south,D,small,B,0
9,2006,27,south,D,small,C,1
9,2006,27,south,D,small,D,0
9,2006,27,south,D,small,E,0
9,2006,27,south,N,large,A,1
9,2006,27,south,N,large,B,0
9,2006,27,south,N,large,C,2
9,2006,27,south,N,large,D,1
9,2006,27,south,N,large,E,0
9,2006,27,south,N,small,A,0
9,2006,27,south,N,small,B,2
9,2006,27,south,N,small,C,0
9,2006,27,south,N,small,D,2
9,2006,27,south,N,small,E,0
9,2006,41,south,D,large,A,1
9,2006,41,south,D,large,B,0
9,2006,41,south,D,large,C,0
9,2006,41,south,D,large,D,0
9,2006,41,south,D,large,E,0
9,2006,41,south,D,small,A,1
9,2006,41,south,D,small,B,0
9,2006,41,south,D,small,C,0
9,2006,41,south,D,small,D,0
9,2006,41,south,D,small,E,0
9,2006,41,south,N,large,A,1
9,2006,41,south,N,large,B,0
9,2006,41,south,N,large,C,0
9,2006,41,south,N,large,D,0
9,2006,41,south,N,large,E,0
9,2006,41,south,N,small,A,0
9,2006,41,south,N,small,B,0
9,2006,41,south,N,small,C,0
9,2006,41,south,N,small,D,0
9,2006,41,south,N,small,E,0
9,2006,44,south,D,large,A,0
9,2006,44,south,D,large,B,0
9,2006,44,south,D,large,C,0
9,2006,44,south,D,large,D,0
9,2006,44,south,D,large,E,0
9,2006,44,south,D,small,A,1
9,2006,44,south,D,small,B,0
9,2006,44,south,D,small,C,0
9,2006,44,south,D,small,D,0
9,2006,44,south,D,small,E,0
9,2006,44,south,N,large,A,0
9,2006,44,south,N,large,B,2
9,2006,44,south,N,large,C,4
9,2006,44,south,N,large,D,0
9,2006,44,south,N,large,E,0
9,2006,44,south,N,small,A,1
9,2006,44,south,N,small,B,1
9,2006,44,south,N,small,C,15
9,2006,44,south,N,small,D,0
9,2006,44,south,N,small,E,0
9,2006,DN,north,D,large,A,25
9,2006,DN,north,D,large,B,11
9,2006,DN,north,D,large,C,35
9,2006,DN,north,D,large,D,29
9,2006,DN,north,D,large,E,20
9,2006,DN,north,D,small,A,203
9,2006,DN,north,D,small,B,181
9,2006,DN,north,D,small,C,162
9,2006,DN,north,D,small,D,183
9,2006,DN,north,D,small,E,214
9,2006,DN,north,N,large,A,28
9,2006,DN,north,N,large,B,21
9,2006,DN,north,N,large,C,43
9,2006,DN,north,N,large,D,38
9,2006,DN,north,N,large,E,34
9,2006,DN,north,N,small,A,119
9,2006,DN,north,N,small,B,104
9,2006,DN,north,N,small,C,131
9,2006,DN,north,N,small,D,58
9,2006,DN,north,N,small,E,72
6,2007,124,north,D,large,A,1
6,2007,124,north,D,large,B,1
6,2007,124,north,D,large,C,0
6,2007,124,north,D,large,D,0
6,2007,124,north,D,large,E,1
6,2007,124,north,D,small,A,0
6,2007,124,north,D,small,B,1
6,2007,124,north,D,small,C,1
6,2007,124,north,D,small,D,1
6,2007,124,north,D,small,E,0
6,2007,124,north,N,large,A,0
6,2007,124,north,N,large,B,3
6,2007,124,north,N,large,C,1
6,2007,124,north,N,large,D,8
6,2007,124,north,N,large,E,0
6,2007,124,north,N,small,A,2
6,2007,124,north,N,small,B,5
6,2007,124,north,N,small,C,0
6,2007,124,north,N,small,D,27
6,2007,124,north,N,small,E,0
6,2007,128,north,D,large,A,0
6,2007,128,north,D,large,B,5
6,2007,128,north,D,large,C,13
6,2007,128,north,D,large,D,36
6,2007,128,north,D,large,E,20
6,2007,128,north,D,small,A,0
6,2007,128,north,D,small,B,8
6,2007,128,north,D,small,C,12
6,2007,128,north,D,small,D,74
6,2007,128,north,D,small,E,58
6,2007,128,north,N,large,A,3
6,2007,128,north,N,large,B,31
6,2007,128,north,N,large,C,22
6,2007,128,north,N,large,D,35
6,2007,128,north,N,large,E,26
6,2007,128,north,N,small,A,8
6,2007,128,north,N,small,B,103
6,2007,128,north,N,small,C,167
6,2007,128,north,N,small,D,133
6,2007,128,north,N,small,E,105
6,2007,135,east,D,large,A,0
6,2007,135,east,D,large,B,1
6,2007,135,east,D,large,C,1
6,2007,135,east,D,large,D,5
6,2007,135,east,D,large,E,5
6,2007,135,east,D,small,A,3
6,2007,135,east,D,small,B,5
6,2007,135,east,D,small,C,3
6,2007,135,east,D,small,D,1
6,2007,135,east,D,small,E,2
6,2007,135,east,N,large,A,6
6,2007,135,east,N,large,B,14
6,2007,135,east,N,large,C,11
6,2007,135,east,N,large,D,1
6,2007,135,east,N,large,E,10
6,2007,135,east,N,small,A,7
6,2007,135,east,N,small,B,7
6,2007,135,east,N,small,C,7
6,2007,135,east,N,small,D,0
6,2007,135,east,N,small,E,16
6,2007,23,south,D,large,A,0
6,2007,23,south,D,large,B,0
6,2007,23,south,D,large,C,0
6,2007,23,south,D,large,D,0
6,2007,23,south,D,large,E,0
6,2007,23,south,D,small,A,1
6,2007,23,south,D,small,B,1
6,2007,23,south,D,small,C,0
6,2007,23,south,D,small,D,0
6,2007,23,south,D,small,E,0
6,2007,23,south,N,large,A,0
6,2007,23,south,N,large,B,0
6,2007,23,south,N,large,C,0
6,2007,23,south,N,large,D,0
6,2007,23,south,N,large,E,0
6,2007,23,south,N,small,A,0
6,2007,23,south,N,small,B,0
6,2007,23,south,N,small,C,0
6,2007,23,south,N,small,D,0
6,2007,23,south,N,small,E,0
6,2007,27,south,D,large,A,0
6,2007,27,south,D,large,B,0
6,2007,27,south,D,large,C,0
6,2007,27,south,D,large,D,0
6,2007,27,south,D,large,E,0
6,2007,27,south,D,small,A,1
6,2007,27,south,D,small,B,0
6,2007,27,south,D,small,C,0
6,2007,27,south,D,small,D,0
6,2007,27,south,D,small,E,0
6,2007,27,south,N,large,A,0
6,2007,27,south,N,large,B,0
6,2007,27,south,N,large,C,0
6,2007,27,south,N,large,D,0
6,2007,27,south,N,large,E,0
6,2007,27,south,N,small,A,0
6,2007,27,south,N,small,B,1
6,2007,27,south,N,small,C,1
6,2007,27,south,N,small,D,4
6,2007,27,south,N,small,E,0
6,2007,41,south,D,large,A,1
6,2007,41,south,D,large,B,0
6,2007,41,south,D,large,C,1
6,2007,41,south,D,large,D,0
6,2007,41,south,D,large,E,0
6,2007,41,south,D,small,A,0
6,2007,41,south,D,small,B,1
6,2007,41,south,D,small,C,1
6,2007,41,south,D,small,D,3
6,2007,41,south,D,small,E,0
6,2007,41,south,N,large,A,0
6,2007,41,south,N,large,B,0
6,2007,41,south,N,large,C,1
6,2007,41,south,N,large,D,2
6,2007,41,south,N,large,E,0
6,2007,41,south,N,small,A,0
6,2007,41,south,N,small,B,0
6,2007,41,south,N,small,C,0
6,2007,41,south,N,small,D,0
6,2007,41,south,N,small,E,0
6,2007,44,south,D,large,A,0
6,2007,44,south,D,large,B,0
6,2007,44,south,D,large,C,0
6,2007,44,south,D,large,D,0
6,2007,44,south,D,large,E,0
6,2007,44,south,D,small,A,1
6,2007,44,south,D,small,B,1
6,2007,44,south,D,small,C,0
6,2007,44,south,D,small,D,0
6,2007,44,south,D,small,E,0
6,2007,44,south,N,large,A,0
6,2007,44,south,N,large,B,0
6,2007,44,south,N,large,C,0
6,2007,44,south,N,large,D,0
6,2007,44,south,N,large,E,0
6,2007,44,south,N,small,A,3
6,2007,44,south,N,small,B,0
6,2007,44,south,N,small,C,0
6,2007,44,south,N,small,D,0
6,2007,44,south,N,small,E,0
6,2007,DN,north,D,large,A,1
6,2007,DN,north,D,large,B,0
6,2007,DN,north,D,large,C,1
6,2007,DN,north,D,large,D,3
6,2007,DN,north,D,large,E,5
6,2007,DN,north,D,small,A,7
6,2007,DN,north,D,small,B,21
6,2007,DN,north,D,small,C,16
6,2007,DN,north,D,small,D,21
6,2007,DN,north,D,small,E,30
6,2007,DN,north,N,large,A,40
6,2007,DN,north,N,large,B,33
6,2007,DN,north,N,large,C,30
6,2007,DN,north,N,large,D,38
6,2007,DN,north,N,large,E,19
6,2007,DN,north,N,small,A,189
6,2007,DN,north,N,small,B,162
6,2007,DN,north,N,small,C,161
6,2007,DN,north,N,small,D,161
6,2007,DN,north,N,small,E,195
9,2007,124,north,D,large,A,197
9,2007,124,north,D,large,B,163
9,2007,124,north,D,large,C,234
9,2007,124,north,D,large,D,147
9,2007,124,north,D,large,E,245
9,2007,124,north,D,small,A,84
9,2007,124,north,D,small,B,115
9,2007,124,north,D,small,C,30
9,2007,124,north,D,small,D,80
9,2007,124,north,D,small,E,113
9,2007,124,north,N,large,A,53
9,2007,124,north,N,large,B,71
9,2007,124,north,N,large,C,83
9,2007,124,north,N,large,D,9
9,2007,124,north,N,large,E,62
9,2007,124,north,N,small,A,34
9,2007,124,north,N,small,B,23
9,2007,124,north,N,small,C,23
9,2007,124,north,N,small,D,4
9,2007,124,north,N,small,E,22
9,2007,128,north,D,large,A,121
9,2007,128,north,D,large,B,54
9,2007,128,north,D,large,C,415
9,2007,128,north,D,large,D,30
9,2007,128,north,D,large,E,114
9,2007,128,north,D,small,A,43
9,2007,128,north,D,small,B,45
9,2007,128,north,D,small,C,112
9,2007,128,north,D,small,D,17
9,2007,128,north,D,small,E,106
9,2007,128,north,N,large,A,173
9,2007,128,north,N,large,B,176
9,2007,128,north,N,large,C,159
9,2007,128,north,N,large,D,188
9,2007,128,north,N,large,E,207
9,2007,128,north,N,small,A,98
9,2007,128,north,N,small,B,30
9,2007,128,north,N,small,C,105
9,2007,128,north,N,small,D,123
9,2007,128,north,N,small,E,67
9,2007,135,east,D,large,A,0
9,2007,135,east,D,large,B,0
9,2007,135,east,D,large,C,0
9,2007,135,east,D,large,D,1
9,2007,135,east,D,large,E,2
9,2007,135,east,D,small,A,2
9,2007,135,east,D,small,B,1
9,2007,135,east,D,small,C,1
9,2007,135,east,D,small,D,3
9,2007,135,east,D,small,E,5
9,2007,135,east,N,large,A,7
9,2007,135,east,N,large,B,6
9,2007,135,east,N,large,C,20
9,2007,135,east,N,large,D,41
9,2007,135,east,N,large,E,17
9,2007,135,east,N,small,A,56
9,2007,135,east,N,small,B,35
9,2007,135,east,N,small,C,60
9,2007,135,east,N,small,D,146
9,2007,135,east,N,small,E,94
9,2007,23,south,D,large,A,0
9,2007,23,south,D,large,B,0
9,2007,23,south,D,large,C,0
9,2007,23,south,D,large,D,0
9,2007,23,south,D,large,E,0
9,2007,23,south,D,small,A,1
9,2007,23,south,D,small,B,1
9,2007,23,south,D,small,C,1
9,2007,23,south,D,small,D,2
9,2007,23,south,D,small,E,0
9,2007,23,south,N,large,A,25
9,2007,23,south,N,large,B,14
9,2007,23,south,N,large,C,22
9,2007,23,south,N,large,D,4
9,2007,23,south,N,large,E,6
9,2007,23,south,N,small,A,264
9,2007,23,south,N,small,B,308
9,2007,23,south,N,small,C,477
9,2007,23,south,N,small,D,123
9,2007,23,south,N,small,E,6
9,2007,27,south,D,large,A,0
9,2007,27,south,D,large,B,0
9,2007,27,south,D,large,C,0
9,2007,27,south,D,large,D,0
9,2007,27,south,D,large,E,0
9,2007,27,south,D,small,A,5
9,2007,27,south,D,small,B,6
9,2007,27,south,D,small,C,2
9,2007,27,south,D,small,D,1
9,2007,27,south,D,small,E,4
9,2007,27,south,N,large,A,2
9,2007,27,south,N,large,B,2
9,2007,27,south,N,large,C,0
9,2007,27,south,N,large,D,0
9,2007,27,south,N,large,E,0
9,2007,27,south,N,small,A,6
9,2007,27,south,N,small,B,2
9,2007,27,south,N,small,C,12
9,2007,27,south,N,small,D,13
9,2007,27,south,N,small,E,9
9,2007,41,south,D,large,A,0
9,2007,41,south,D,large,B,0
9,2007,41,south,D,large,C,1
9,2007,41,south,D,large,D,4
9,2007,41,south,D,large,E,11
9,2007,41,south,D,small,A,2
9,2007,41,south,D,small,B,3
9,2007,41,south,D,small,C,4
9,2007,41,south,D,small,D,122
9,2007,41,south,D,small,E,35
9,2007,41,south,N,large,A,4
9,2007,41,south,N,large,B,0
9,2007,41,south,N,large,C,5
9,2007,41,south,N,large,D,1
9,2007,41,south,N,large,E,4
9,2007,41,south,N,small,A,22
9,2007,41,south,N,small,B,25
9,2007,41,south,N,small,C,33
9,2007,41,south,N,small,D,23
9,2007,41,south,N,small,E,28
9,2007,44,south,D,large,A,0
9,2007,44,south,D,large,B,0
9,2007,44,south,D,large,C,0
9,2007,44,south,D,large,D,0
9,2007,44,south,D,large,E,0
9,2007,44,south,D,small,A,1
9,2007,44,south,D,small,B,2
9,2007,44,south,D,small,C,5
9,2007,44,south,D,small,D,1
9,2007,44,south,D,small,E,3
9,2007,44,south,N,large,A,2
9,2007,44,south,N,large,B,16
9,2007,44,south,N,large,C,7
9,2007,44,south,N,large,D,7
9,2007,44,south,N,large,E,1
9,2007,44,south,N,small,A,41
9,2007,44,south,N,small,B,182
9,2007,44,south,N,small,C,45
9,2007,44,south,N,small,D,73
9,2007,44,south,N,small,E,44
9,2007,DN,north,D,large,A,0
9,2007,DN,north,D,large,B,5
9,2007,DN,north,D,large,C,2
9,2007,DN,north,D,large,D,3
9,2007,DN,north,D,large,E,3
9,2007,DN,north,D,small,A,55
9,2007,DN,north,D,small,B,56
9,2007,DN,north,D,small,C,45
9,2007,DN,north,D,small,D,34
9,2007,DN,north,D,small,E,47
9,2007,DN,north,N,large,A,42
9,2007,DN,north,N,large,B,23
9,2007,DN,north,N,large,C,52
9,2007,DN,north,N,large,D,25
9,2007,DN,north,N,large,E,46
9,2007,DN,north,N,small,A,50
9,2007,DN,north,N,small,B,13
9,2007,DN,north,N,small,C,138
9,2007,DN,north,N,small,D,62
9,2007,DN,north,N,small,E,222
6,2008,124,north,D,large,A,7
6,2008,124,north,D,large,B,2
6,2008,124,north,D,large,C,0
6,2008,124,north,D,large,D,2
6,2008,124,north,D,large,E,0
6,2008,124,north,D,small,A,3
6,2008,124,north,D,small,B,0
6,2008,124,north,D,small,C,6
6,2008,124,north,D,small,D,1
6,2008,124,north,D,small,E,0
6,2008,124,north,N,large,A,169
6,2008,124,north,N,large,B,140
6,2008,124,north,N,large,C,137
6,2008,124,north,N,large,D,40
6,2008,124,north,N,large,E,53
6,2008,124,north,N,small,A,55
6,2008,124,north,N,small,B,55
6,2008,124,north,N,small,C,36
6,2008,124,north,N,small,D,16
6,2008,124,north,N,small,E,11
6,2008,128,north,D,large,A,78
6,2008,128,north,D,large,B,44
6,2008,128,north,D,large,C,48
6,2008,128,north,D,large,D,26
6,2008,128,north,D,large,E,56
6,2008,128,north,D,small,A,25
6,2008,128,north,D,small,B,24
6,2008,128,north,D,small,C,56
6,2008,128,north,D,small,D,36
6,2008,128,north,D,small,E,43
6,2008,128,north,N,large,A,166
6,2008,128,north,N,large,B,157
6,2008,128,north,N,large,C,167
6,2008,128,north,N,large,D,184
6,2008,128,north,N,large,E,192
6,2008,128,north,N,small,A,152
6,2008,128,north,N,small,B,100
6,2008,128,north,N,small,C,247
6,2008,128,north,N,small,D,135
6,2008,128,north,N,small,E,134
6,2008,135,east,D,large,A,2
6,2008,135,east,D,large,B,2
6,2008,135,east,D,large,C,0
6,2008,135,east,D,large,D,0
6,2008,135,east,D,large,E,0
6,2008,135,east,D,small,A,3
6,2008,135,east,D,small,B,2
6,2008,135,east,D,small,C,0
6,2008,135,east,D,small,D,0
6,2008,135,east,D,small,E,0
6,2008,135,east,N,large,A,3
6,2008,135,east,N,large,B,2
6,2008,135,east,N,large,C,20
6,2008,135,east,N,large,D,29
6,2008,135,east,N,large,E,52
6,2008,135,east,N,small,A,4
6,2008,135,east,N,small,B,3
6,2008,135,east,N,small,C,46
6,2008,135,east,N,small,D,64
6,2008,135,east,N,small,E,74
6,2008,23,south,D,large,A,0
6,2008,23,south,D,large,B,0
6,2008,23,south,D,large,C,0
6,2008,23,south,D,large,D,0
6,2008,23,south,D,large,E,0
6,2008,23,south,D,small,A,1
6,2008,23,south,D,small,B,0
6,2008,23,south,D,small,C,0
6,2008,23,south,D,small,D,0
6,2008,23,south,D,small,E,0
6,2008,23,south,N,large,A,0
6,2008,23,south,N,large,B,0
6,2008,23,south,N,large,C,1
6,2008,23,south,N,large,D,0
6,2008,23,south,N,large,E,0
6,2008,23,south,N,small,A,1
6,2008,23,south,N,small,B,1
6,2008,23,south,N,small,C,2
6,2008,23,south,N,small,D,1
6,2008,23,south,N,small,E,0
6,2008,27,south,D,large,A,0
6,2008,27,south,D,large,B,0
6,2008,27,south,D,large,C,0
6,2008,27,south,D,large,D,0
6,2008,27,south,D,large,E,0
6,2008,27,south,D,small,A,2
6,2008,27,south,D,small,B,1
6,2008,27,south,D,small,C,1
6,2008,27,south,D,small,D,0
6,2008,27,south,D,small,E,0
6,2008,27,south,N,large,A,1
6,2008,27,south,N,large,B,0
6,2008,27,south,N,large,C,0
6,2008,27,south,N,large,D,0
6,2008,27,south,N,large,E,0
6,2008,27,south,N,small,A,0
6,2008,27,south,N,small,B,1
6,2008,27,south,N,small,C,1
6,2008,27,south,N,small,D,2
6,2008,27,south,N,small,E,1
6,2008,41,south,D,large,A,0
6,2008,41,south,D,large,B,0
6,2008,41,south,D,large,C,0
6,2008,41,south,D,large,D,0
6,2008,41,south,D,large,E,0
6,2008,41,south,D,small,A,2
6,2008,41,south,D,small,B,0
6,2008,41,south,D,small,C,0
6,2008,41,south,D,small,D,0
6,2008,41,south,D,small,E,0
6,2008,41,south,N,large,A,0
6,2008,41,south,N,large,B,0
6,2008,41,south,N,large,C,0
6,2008,41,south,N,large,D,0
6,2008,41,south,N,large,E,0
6,2008,41,south,N,small,A,1
6,2008,41,south,N,small,B,2
6,2008,41,south,N,small,C,23
6,2008,41,south,N,small,D,0
6,2008,41,south,N,small,E,6
6,2008,44,south,D,large,A,1
6,2008,44,south,D,large,B,0
6,2008,44,south,D,large,C,0
6,2008,44,south,D,large,D,0
6,2008,44,south,D,large,E,0
6,2008,44,south,D,small,A,1
6,2008,44,south,D,small,B,1
6,2008,44,south,D,small,C,4
6,2008,44,south,D,small,D,2
6,2008,44,south,D,small,E,0
6,2008,44,south,N,large,A,0
6,2008,44,south,N,large,B,1
6,2008,44,south,N,large,C,2
6,2008,44,south,N,large,D,42
6,2008,44,south,N,large,E,26
6,2008,44,south,N,small,A,55
6,2008,44,south,N,small,B,14
6,2008,44,south,N,small,C,98
6,2008,44,south,N,small,D,157
6,2008,44,south,N,small,E,250
6,2008,DN,north,D,large,A,63
6,2008,DN,north,D,large,B,75
6,2008,DN,north,D,large,C,0
6,2008,DN,north,D,large,D,75
6,2008,DN,north,D,large,E,132
6,2008,DN,north,D,small,A,66
6,2008,DN,north,D,small,B,27
6,2008,DN,north,D,small,C,0
6,2008,DN,north,D,small,D,67
6,2008,DN,north,D,small,E,139
6,2008,DN,north,N,large,A,146
6,2008,DN,north,N,large,B,142
6,2008,DN,north,N,large,C,92
6,2008,DN,north,N,large,D,36
6,2008,DN,north,N,large,E,142
6,2008,DN,north,N,small,A,266
6,2008,DN,north,N,small,B,173
6,2008,DN,north,N,small,C,129
6,2008,DN,north,N,small,D,38
6,2008,DN,north,N,small,E,279
8,2008,124,north,D,large,A,3
8,2008,124,north,D,large,B,9
8,2008,124,north,D,large,C,5
8,2008,124,north,D,large,D,2
8,2008,124,north,D,large,E,2
8,2008,124,north,D,small,A,3
8,2008,124,north,D,small,B,4
8,2008,124,north,D,small,C,9
8,2008,124,north,D,small,D,9
8,2008,124,north,D,small,E,1
8,2008,124,north,N,large,A,30
8,2008,124,north,N,large,B,30
8,2008,124,north,N,large,C,30
8,2008,124,north,N,large,D,30
8,2008,124,north,N,large,E,30
8,2008,124,north,N,small,A,12
8,2008,124,north,N,small,B,12
8,2008,124,north,N,small,C,12
8,2008,124,north,N,small,D,12
8,2008,124,north,N,small,E,12
8,2008,128,north,D,large,A,2
8,2008,128,north,D,large,B,0
8,2008,128,north,D,large,C,8
8,2008,128,north,D,large,D,7
8,2008,128,north,D,large,E,3
8,2008,128,north,D,small,A,8
8,2008,128,north,D,small,B,142
8,2008,128,north,D,small,C,83
8,2008,128,north,D,small,D,63
8,2008,128,north,D,small,E,96
8,2008,128,north,N,large,A,99
8,2008,128,north,N,large,B,76
8,2008,128,north,N,large,C,42
8,2008,128,north,N,large,D,98
8,2008,128,north,N,large,E,98
8,2008,128,north,N,small,A,127
8,2008,128,north,N,small,B,141
8,2008,128,north,N,small,C,45
8,2008,128,north,N,small,D,109
8,2008,128,north,N,small,E,132
8,2008,135,east,D,large,A,10
8,2008,135,east,D,large,B,18
8,2008,135,east,D,large,C,26
8,2008,135,east,D,large,D,17
8,2008,135,east,D,large,E,14
8,2008,135,east,D,small,A,190
8,2008,135,east,D,small,B,134
8,2008,135,east,D,small,C,151
8,2008,135,east,D,small,D,118
8,2008,135,east,D,small,E,268
8,2008,135,east,N,large,A,36
8,2008,135,east,N,large,B,15
8,2008,135,east,N,large,C,65
8,2008,135,east,N,large,D,24
8,2008,135,east,N,large,E,81
8,2008,135,east,N,small,A,29
8,2008,135,east,N,small,B,25
8,2008,135,east,N,small,C,32
8,2008,135,east,N,small,D,43
8,2008,135,east,N,small,E,44
8,2008,23,south,D,large,A,0
8,2008,23,south,D,large,B,0
8,2008,23,south,D,large,C,0
8,2008,23,south,D,large,D,0
8,2008,23,south,D,large,E,0
8,2008,23,south,D,small,A,2
8,2008,23,south,D,small,B,0
8,2008,23,south,D,small,C,0
8,2008,23,south,D,small,D,0
8,2008,23,south,D,small,E,0
8,2008,23,south,N,large,A,0
8,2008,23,south,N,large,B,0
8,2008,23,south,N,large,C,1
8,2008,23,south,N,large,D,0
